source:Oryza_pangenes/oryzasativa_plus_oryza_nivara_oryza_sativa_algEnsemblCompara_chrpos_WGA75	oryza_sativa	oryza_indica	oryza_nivara	
Os01t0705200-01.faa	1	1	1	
Os01t0705300-01.faa	1	1	1	
Os01t0705400-00.faa	1	1	1	
Os01t0705500-01.faa	1	1	1	
Os01t0705700-01.faa	1	1	1	
Os01t0705750-00.faa	1	0	0	
Os01t0705800-01.faa	1	0	0	
Os01t0706000-01.faa	1	1	1	
Os01t0706100-01.faa	1	1	1	
BGIOSGA004294-PA.faa	0	1	1	
ONIVA01G32060.1.faa	0	0	1	
BGIOSGA004294-PA.faa	0	1	1	
Os01t0706200-01.faa	1	0	0	
Os01t0706266-00.faa	1	1	0	
Os01t0706332-00.faa	1	0	0	
Os01t0706400-01.faa	1	1	1	
Os01t0706500-00.faa	1	1	1	
Os01t0706600-00.faa	1	1	1	
Os01t0706700-01.faa	1	1	1	
Os01t0706800-00.faa	1	1	1	
ONIVA01G32130.1.faa	0	0	1	
Os01t0706900-01.faa	1	1	1	
ONIVA01G32150.1.faa	0	0	1	
Os01t0707300-01.faa	1	1	1	
Os01t0707500-01.faa	1	1	1	
ONIVA01G32180.1.faa	0	0	1	
Os01t0708000-00.faa	1	1	1	
Os01t0708100-01.faa	1	1	1	
BGIOSGA004303-PA.faa	0	1	1	
Os01t0708201-00.faa	1	0	0	
Os01t0708300-02.faa	1	1	0	
BGIOSGA004303-PA.faa	0	1	1	
Os01t0708500-01.faa	1	1	1	
Os01t0708600-01.faa	1	1	1	
Os01t0708700-01.faa	1	1	1	
Os01t0708900-01.faa	1	1	1	
BGIOSGA000936-PA.faa	0	1	1	
Os01t0709000-01.faa	1	1	0	
BGIOSGA000936-PA.faa	0	1	1	
Os01t0709100-01.faa	1	0	0	
Os01t0709400-01.faa	1	1	1	
Os01t0709500-03.faa	1	1	1	
Os01t0709750-01.faa	1	0	0	
Os01t0710000-01.faa	1	1	1	
Os01t0710100-00.faa	1	1	1	
Os01t0710200-01.faa	1	1	1	
Os01t0710250-01.faa	1	0	0	
Os01t0710300-00.faa	1	1	1	
Os01t0710700-01.faa	1	1	1	
Os01t0710800-02.faa	1	0	0	
Os01t0711000-01.faa	1	1	1	
BGIOSGA004311-PA.faa	0	1	1	
BGIOSGA004311-PA.faa	0	1	1	
Os01t0711050-00.faa	1	0	0	
Os01t0711100-01.faa	1	0	0	
Os01t0711200-01.faa	1	1	1	
BGIOSGA004313-PA.faa	0	1	1	
BGIOSGA004314-PA.faa	0	1	1	
BGIOSGA004313-PA.faa	0	1	1	
BGIOSGA004314-PA.faa	0	1	1	
Os01t0711400-01.faa	1	0	0	
Os01t0711500-01.faa	1	1	0	
Os01t0711600-01.faa	1	1	1	
BGIOSGA004317-PA.faa	0	1	1	
BGIOSGA004317-PA.faa	0	1	1	
BGIOSGA000931-PA.faa	0	1	0	
Os01t0711800-00.faa	1	0	1	
Os01t0711900-01.faa	1	1	1	
BGIOSGA000930-PA.faa	0	1	1	
BGIOSGA004319-PA.faa	0	1	1	
BGIOSGA000929-PA.faa	0	1	1	
ONIVA01G32470.1.faa	0	0	1	
BGIOSGA000930-PA.faa	0	1	1	
BGIOSGA004319-PA.faa	0	1	1	
BGIOSGA000929-PA.faa	0	1	1	
BGIOSGA000928-PA.faa	0	1	0	
BGIOSGA004320-PA.faa	0	1	0	
Os01t0712500-00.faa	1	1	1	
Os01t0712501-01.faa	1	0	0	
Os01t0712600-00.faa	1	1	1	
Os01t0712700-01.faa	1	1	1	
Os01t0712800-00.faa	1	1	1	
BGIOSGA004322-PA.faa	0	1	0	
BGIOSGA000924-PA.faa	0	1	0	
Os01t0713200-01.faa	1	1	1	
ONIVA01G32770.1.faa	0	0	1	
BGIOSGA004324-PA.faa	0	1	0	
Os01t0713600-01.faa	1	0	1	
Os01t0713800-00.faa	1	1	1	
ONIVA01G32800.1.faa	0	0	1	
ONIVA01G32810.1.faa	0	0	1	
BGIOSGA000923-PA.faa	0	1	0	
Os01t0713900-01.faa	1	0	0	
Os01t0714100-01.faa	1	1	0	
Os01t0714225-00.faa	1	0	0	
Os01t0714600-01.faa	1	1	1	
ONIVA01G32830.1.faa	0	0	1	
Os01t0714800-01.faa	1	1	1	
Os01t0714900-01.faa	1	1	1	
BGIOSGA000919-PA.faa	0	1	1	
BGIOSGA000919-PA.faa	0	1	1	
Os01t0715000-02.faa	1	0	0	
Os01t0715100-00.faa	1	1	1	
BGIOSGA004331-PA.faa	0	1	1	
BGIOSGA004328-PA.faa	0	1	0	
BGIOSGA004329-PA.faa	0	1	0	
BGIOSGA004330-PA.faa	0	1	0	
BGIOSGA004331-PA.faa	0	1	1	
BGIOSGA000918-PA.faa	0	1	0	
Os01t0715201-01.faa	1	0	0	
Os01t0715400-03.faa	1	1	1	
Os01t0715500-00.faa	1	1	1	
ONIVA01G32910.1.faa	0	0	1	
Os01t0715600-00.faa	1	1	1	
Os01t0715700-00.faa	1	1	1	
Os01t0715800-01.faa	1	1	1	
Os01t0715900-01.faa	1	1	1	
Os01t0716200-01.faa	1	1	1	
Os01t0716300-00.faa	1	1	1	
Os01t0716400-01.faa	1	1	1	
ONIVA01G33010.1.faa	0	0	1	
Os01t0716450-00.faa	1	0	0	
Os01t0716500-01.faa	1	0	0	
Os01t0716800-01.faa	1	1	1	
Os01t0717000-01.faa	1	1	1	
BGIOSGA004336-PA.faa	0	1	1	
ONIVA01G33050.1.faa	0	0	1	
BGIOSGA004336-PA.faa	0	1	1	
BGIOSGA004337-PA.faa	0	1	0	
Os01t0717301-00.faa	1	0	0	
Os01t0717400-01.faa	1	1	1	
ONIVA01G33070.1.faa	0	0	1	
Os01t0717501-00.faa	1	0	0	
Os01t0717601-00.faa	1	1	0	
Os01t0717650-00.faa	1	0	0	
Os01t0717700-01.faa	1	1	1	
BGIOSGA000909-PA.faa	0	1	0	
Os01t0718000-01.faa	1	1	1	
BGIOSGA004340-PA.faa	0	1	0	
Os01t0718300-01.faa	1	1	1	
Os01t0718500-01.faa	1	1	1	
Os01t0718700-00.faa	1	1	1	
BGIOSGA004343-PA.faa	0	1	1	
BGIOSGA004343-PA.faa	0	1	1	
Os01t0718900-01.faa	1	1	1	
Os01t0719000-01.faa	1	1	1	
ONIVA01G33170.1.faa	0	0	1	
Os01t0719100-04.faa	1	1	1	
ONIVA01G33190.1.faa	0	0	1	
Os01t0719125-00.faa	1	0	0	
Os01t0719150-01.faa	1	0	0	
Os01t0719200-01.faa	1	1	0	
Os01t0719300-01.faa	1	1	1	
Os01t0719350-00.faa	1	0	0	
Os01t0719400-01.faa	1	1	1	
Os01t0719600-01.faa	1	1	1	
BGIOSGA004349-PA.faa	0	1	1	
BGIOSGA004349-PA.faa	0	1	1	
Os01t0719800-01.faa	1	0	0	
Os01t0719700-00.faa	1	0	0	
Os01t0719900-00.faa	1	1	1	
Os01t0720000-00.faa	1	1	1	
BGIOSGA000903-PA.faa	0	1	1	
BGIOSGA000903-PA.faa	0	1	1	
Os01t0720300-00.faa	1	1	1	
Os01t0720400-01.faa	1	1	1	
Os01t0720500-01.faa	1	1	1	
Os01t0720600-01.faa	1	1	1	
BGIOSGA004352-PA.faa	0	1	1	
BGIOSGA004352-PA.faa	0	1	1	
Os01t0720700-00.faa	1	0	0	
Os01t0720800-01.faa	1	1	1	
ONIVA01G33400.1.faa	0	0	1	
ONIVA01G33410.1.faa	0	0	1	
Os01t0720801-01.faa	1	0	0	
Os01t0720900-00.faa	1	1	0	
Os01t0721000-01.faa	1	1	0	
BGIOSGA004356-PA.faa	0	1	0	
Os01t0721100-01.faa	1	1	0	
BGIOSGA004358-PA.faa	0	1	0	
Os01t0721200-00.faa	1	0	0	
Os01t0721300-00.faa	1	1	0	
Os01t0721400-01.faa	1	1	1	
BGIOSGA004361-PA.faa	0	1	0	
Os01t0721500-01.faa	1	0	0	
Os01t0721700-00.faa	1	0	0	
Os01t0721800-01.faa	1	1	1	
Os01t0721900-01.faa	1	1	1	
Os01t0722100-01.faa	1	1	1	
Os01t0722300-01.faa	1	1	1	
BGIOSGA004365-PA.faa	0	1	1	
ONIVA01G33490.1.faa	0	0	1	
BGIOSGA004366-PA.faa	0	1	1	
ONIVA01G33510.1.faa	0	0	1	
BGIOSGA004367-PA.faa	0	1	1	
BGIOSGA004365-PA.faa	0	1	1	
BGIOSGA004366-PA.faa	0	1	1	
BGIOSGA004367-PA.faa	0	1	1	
Os01t0722425-00.faa	1	0	0	
Os01t0722550-00.faa	1	0	0	
Os01t0722700-01.faa	1	1	1	
Os01t0722800-00.faa	1	1	0	
Os01t0723000-01.faa	1	1	1	
BGIOSGA004370-PA.faa	0	1	0	
Os01t0723025-00.faa	1	0	0	
Os01t0723100-01.faa	1	1	1	
Os01t0723200-01.faa	1	1	1	
Os01t0723400-04.faa	1	1	1	
Os01t0723500-00.faa	1	1	1	
Os01t0723600-01.faa	1	1	1	
Os01t0723700-01.faa	1	1	1	
Os01t0723800-01.faa	1	1	1	
ONIVA01G33620.1.faa	0	0	1	
ONIVA01G33630.1.faa	0	0	1	
BGIOSGA004376-PA.faa	0	1	1	
BGIOSGA004376-PA.faa	0	1	1	
Os01t0724400-00.faa	1	0	0	
Os01t0724450-01.faa	1	0	0	
Os01t0724500-01.faa	1	0	0	
Os01t0724700-00.faa	1	1	1	
ONIVA01G33660.1.faa	0	0	1	
ONIVA01G33670.1.faa	0	0	1	
Os01t0725000-01.faa	1	0	0	
Os01t0725400-01.faa	1	1	0	
BGIOSGA000895-PA.faa	0	1	0	
Os01t0725600-01.faa	1	1	1	
Os01t0725800-01.faa	1	1	1	
Os01t0725900-01.faa	1	1	1	
Os01t0726001-00.faa	1	0	0	
Os01t0726100-01.faa	1	1	1	
ONIVA01G33690.1.faa	0	0	1	
ONIVA01G33700.1.faa	0	0	1	
Os01t0726400-01.faa	1	1	1	
ONIVA01G33720.1.faa	0	0	1	
ONIVA01G33730.1.faa	0	0	1	
ONIVA01G33740.1.faa	0	0	1	
ONIVA01G33750.1.faa	0	0	1	
Os01t0726700-01.faa	1	1	1	
BGIOSGA000891-PA.faa	0	1	1	
BGIOSGA000890-PA.faa	0	1	1	
BGIOSGA000891-PA.faa	0	1	1	
BGIOSGA000890-PA.faa	0	1	1	
Os01t0727100-01.faa	1	1	1	
BGIOSGA000889-PA.faa	0	1	0	
Os01t0727200-00.faa	1	0	0	
Os01t0727400-01.faa	1	1	1	
Os01t0727500-02.faa	1	1	1	
Os01t0727600-01.faa	1	1	1	
Os01t0727700-00.faa	1	0	0	
Os01t0727800-01.faa	1	1	1	
Os01t0727820-00.faa	1	0	0	
Os01t0727840-00.faa	1	0	0	
Os01t0727900-01.faa	1	1	1	
BGIOSGA004385-PA.faa	0	1	1	
BGIOSGA004385-PA.faa	0	1	1	
Os01t0728000-01.faa	1	0	0	
Os01t0728100-01.faa	1	0	0	
Os01t0728150-00.faa	1	1	0	
Os01t0728200-01.faa	1	1	1	
Os01t0728250-01.faa	1	0	0	
Os01t0728300-01.faa	1	1	1	
Os01t0728325-00.faa	1	0	0	
Os01t0728350-00.faa	1	1	1	
ONIVA01G33920.1.faa	0	0	1	
Os01t0728375-00.faa	1	0	0	
Os01t0728400-01.faa	1	1	0	
Os01t0728700-01.faa	1	1	1	
BGIOSGA000880-PA.faa	0	1	1	
BGIOSGA000880-PA.faa	0	1	1	
Os01t0728900-02.faa	1	0	0	
Os01t0729100-01.faa	1	1	1	
BGIOSGA004388-PA.faa	0	1	0	
Os01t0729200-01.faa	1	0	0	
Os01t0729400-01.faa	1	1	1	
Os01t0729500-01.faa	1	1	1	
Os01t0729600-01.faa	1	1	1	
Os01t0729700-01.faa	1	0	0	
Os01t0729900-01.faa	1	1	1	
BGIOSGA004391-PA.faa	0	1	1	
BGIOSGA004391-PA.faa	0	1	1	
Os01t0729950-00.faa	1	0	0	
Os01t0730100-01.faa	1	1	1	
Os01t0730200-01.faa	1	1	1	
Os01t0730300-02.faa	1	1	1	
Os01t0730400-01.faa	1	1	1	
Os01t0730450-00.faa	1	0	0	
Os01t0730500-01.faa	1	1	1	
Os01t0730600-00.faa	1	1	1	
BGIOSGA004394-PA.faa	0	1	0	
Os01t0730700-01.faa	1	1	1	
Os01t0730800-01.faa	1	1	1	
Os01t0730900-01.faa	1	1	1	
Os01t0731000-01.faa	1	1	1	
Os01t0731100-01.faa	1	1	1	
ONIVA01G34120.1.faa	0	0	1	
BGIOSGA000869-PA.faa	0	1	1	
BGIOSGA004396-PA.faa	0	1	0	
BGIOSGA000869-PA.faa	0	1	1	
BGIOSGA004397-PA.faa	0	1	0	
Os01t0731150-00.faa	1	0	0	
Os01t0731201-01.faa	1	0	0	
Os01t0731600-00.faa	1	0	0	
Os01t0731700-00.faa	1	0	0	
Os01t0731800-02.faa	1	0	1	
Os01t0732000-01.faa	1	1	1	
BGIOSGA004398-PA.faa	0	1	0	
Os01t0732100-00.faa	1	0	0	
Os01t0732200-01.faa	1	1	1	
Os01t0732300-01.faa	1	1	1	
ONIVA01G34180.1.faa	0	0	1	
Os01t0732700-01.faa	1	1	1	
ONIVA01G34200.1.faa	0	0	1	
ONIVA01G34210.1.faa	0	0	1	
Os01t0732801-01.faa	1	0	0	
Os01t0733001-00.faa	1	0	0	
Os01t0733100-00.faa	1	0	0	
Os01t0733200-01.faa	1	1	0	
Os01t0733500-01.faa	1	1	1	
Os01t0733600-01.faa	1	1	1	
ONIVA01G34240.1.faa	0	0	1	
Os01t0733700-00.faa	1	0	0	
Os01t0733801-00.faa	1	0	0	
Os01t0734000-01.faa	1	1	1	
Os01t0734100-01.faa	1	1	1	
BGIOSGA004406-PA.faa	0	1	0	
Os01t0734150-00.faa	1	0	0	
Os01t0734200-00.faa	1	0	0	
Os01t0734333-00.faa	1	0	0	
Os01t0734399-00.faa	1	0	0	
Os01t0734466-01.faa	1	1	1	
ONIVA01G34280.1.faa	0	0	1	
ONIVA01G34300.1.faa	0	0	1	
Os01t0734501-00.faa	1	0	0	
Os01t0734600-01.faa	1	1	0	
Os01t0734800-01.faa	1	1	1	
ONIVA01G34320.1.faa	0	0	1	
BGIOSGA000866-PA.faa	0	1	0	
Os01t0735300-01.faa	1	1	1	
BGIOSGA004411-PA.faa	0	1	1	
BGIOSGA004412-PA.faa	0	1	1	
ONIVA01G34360.1.faa	0	0	1	
ONIVA01G34370.1.faa	0	0	1	
BGIOSGA004411-PA.faa	0	1	1	
BGIOSGA004412-PA.faa	0	1	1	
BGIOSGA004413-PA.faa	0	1	0	
Os01t0735450-01.faa	1	0	0	
Os01t0735500-01.faa	1	0	0	
Os01t0735900-01.faa	1	1	0	
Os01t0736000-01.faa	1	0	0	
Os01t0736100-02.faa	1	1	0	
BGIOSGA004414-PA.faa	0	1	0	
Os01t0736300-01.faa	1	1	1	
Os01t0736400-02.faa	1	1	1	
ONIVA01G34390.1.faa	0	0	1	
Os01t0736450-00.faa	1	0	0	
Os01t0736500-01.faa	1	1	1	
Os01t0736551-01.faa	1	0	0	
Os01t0736600-01.faa	1	1	1	
Os01t0736900-01.faa	1	1	1	
Os01t0737000-00.faa	1	0	0	
Os01t0737100-01.faa	1	1	1	
Os01t0737300-00.faa	1	1	1	
Os01t0737401-01.faa	1	0	0	
Os01t0737500-01.faa	1	1	1	
Os01t0737550-00.faa	1	0	0	
Os01t0737600-00.faa	1	1	1	
ONIVA01G34480.1.faa	0	0	1	
Os01t0737700-00.faa	1	1	1	
Os01t0737800-02.faa	1	1	1	
Os01t0737900-01.faa	1	1	1	
Os01t0738000-01.faa	1	1	1	
Os01t0738100-00.faa	1	1	1	
Os01t0738300-01.faa	1	1	1	
Os01t0738400-01.faa	1	1	1	
Os01t0738500-01.faa	1	1	0	
Os01t0738600-01.faa	1	1	1	
BGIOSGA000859-PA.faa	0	1	1	
BGIOSGA004426-PA.faa	0	1	1	
BGIOSGA000859-PA.faa	0	1	1	
BGIOSGA004426-PA.faa	0	1	1	
Os01t0738800-01.faa	1	0	0	
Os01t0738900-01.faa	1	0	0	
Os01t0739000-01.faa	1	1	1	
BGIOSGA000857-PA.faa	0	1	0	
Os01t0739200-01.faa	1	1	1	
Os01t0739300-01.faa	1	0	0	
Os01t0739400-01.faa	1	1	1	
Os01t0739500-01.faa	1	1	1	
BGIOSGA004429-PA.faa	0	1	1	
BGIOSGA004429-PA.faa	0	1	1	
Os01t0739700-01.faa	1	1	1	
ONIVA01G34650.1.faa	0	0	1	
Os01t0740000-01.faa	1	0	0	
Os01t0740150-00.faa	1	0	0	
Os01t0740300-01.faa	1	0	0	
Os01t0740350-00.faa	1	0	0	
Os01t0740400-01.faa	1	1	1	
Os01t0740500-00.faa	1	1	0	
Os01t0740650-00.faa	1	1	1	
ONIVA01G34680.1.faa	0	0	1	
BGIOSGA004432-PA.faa	0	1	0	
BGIOSGA004433-PA.faa	0	1	0	
Os01t0740600-01.faa	1	0	0	
Os01t0740651-00.faa	1	0	0	
Os01t0740700-01.faa	1	0	0	
Os01t0740800-01.faa	1	0	0	
Os01t0741200-01.faa	1	1	1	
BGIOSGA000852-PA.faa	0	1	1	
ONIVA01G34710.1.faa	0	0	1	
ONIVA01G34720.1.faa	0	0	1	
BGIOSGA004434-PA.faa	0	1	1	
BGIOSGA000852-PA.faa	0	1	1	
BGIOSGA004434-PA.faa	0	1	1	
Os01t0741250-00.faa	1	0	0	
Os01t0741300-00.faa	1	0	0	
Os01t0741900-01.faa	1	1	1	
Os01t0742000-01.faa	1	1	1	
Os01t0742100-01.faa	1	0	0	
Os01t0742200-01.faa	1	1	1	
Os01t0742250-00.faa	1	0	0	
Os01t0742300-01.faa	1	1	1	
Os01t0742350-01.faa	1	0	0	
Os01t0742400-02.faa	1	1	1	
Os01t0742500-01.faa	1	1	1	
Os01t0742766-01.faa	1	1	1	
BGIOSGA004438-PA.faa	0	1	1	
ONIVA01G34820.1.faa	0	0	1	
BGIOSGA004438-PA.faa	0	1	1	
Os01t0743100-00.faa	1	1	1	
Os01t0743150-00.faa	1	0	0	
Os01t0743200-01.faa	1	1	1	
Os01t0743300-01.faa	1	1	1	
Os01t0743400-02.faa	1	1	1	
Os01t0743500-01.faa	1	1	1	
Os01t0743600-02.faa	1	1	1	
Os01t0743732-00.faa	1	0	0	
Os01t0743800-00.faa	1	1	1	
BGIOSGA004443-PA.faa	0	1	1	
BGIOSGA004443-PA.faa	0	1	1	
Os01t0744000-01.faa	1	1	1	
Os01t0744200-01.faa	1	1	1	
Os01t0744300-01.faa	1	1	1	
BGIOSGA004446-PA.faa	0	1	0	
Os01t0744350-00.faa	1	0	0	
Os01t0744400-01.faa	1	1	1	
Os01t0744550-00.faa	1	0	0	
Os01t0744700-00.faa	1	1	1	
Os01t0745000-00.faa	1	1	1	
ONIVA01G34970.1.faa	0	0	1	
ONIVA01G34980.3.faa	0	0	1	
Os01t0745300-00.faa	1	0	0	
Os01t0745400-01.faa	1	0	0	
Os01t0745700-01.faa	1	1	1	
BGIOSGA004447-PA.faa	0	1	1	
BGIOSGA004447-PA.faa	0	1	1	
Os01t0745850-00.faa	1	0	0	
Os01t0746000-00.faa	1	0	0	
Os01t0746200-01.faa	1	1	1	
Os01t0746400-01.faa	1	1	1	
BGIOSGA000838-PA.faa	0	1	0	
Os01t0746700-00.faa	1	1	1	
ONIVA01G35050.1.faa	0	0	1	
BGIOSGA004449-PA.faa	0	1	0	
Os01t0747300-01.faa	1	1	1	
Os01t0747400-01.faa	1	1	1	
ONIVA01G35080.1.faa	0	0	1	
Os01t0747451-00.faa	1	0	0	
Os01t0747500-01.faa	1	1	1	
Os01t0747600-01.faa	1	1	1	
Os01t0747700-01.faa	1	1	0	
BGIOSGA000834-PA.faa	0	1	0	
Os01t0747750-00.faa	1	0	0	
Os01t0747800-01.faa	1	0	1	
ONIVA01G35120.1.faa	0	0	1	
Os01t0748000-00.faa	1	1	1	
Os01t0748100-01.faa	1	0	0	
Os01t0748150-01.faa	1	1	1	
Os01t0748200-00.faa	1	1	1	
Os01t0748300-00.faa	1	1	1	
BGIOSGA000829-PA.faa	0	1	1	
BGIOSGA000829-PA.faa	0	1	1	
Os01t0748500-01.faa	1	1	1	
Os01t0748600-02.faa	1	1	1	
ONIVA01G35200.1.faa	0	0	1	
Os01t0748800-00.faa	1	1	1	
Os01t0748900-01.faa	1	0	1	
Os01t0748950-01.faa	1	1	1	
Os01t0749000-02.faa	1	1	1	
Os01t0749100-01.faa	1	1	1	
Os01t0749200-01.faa	1	1	0	
Os01t0749300-02.faa	1	1	1	
Os01t0749400-02.faa	1	1	1	
BGIOSGA004460-PA.faa	0	1	1	
BGIOSGA004460-PA.faa	0	1	1	
Os01t0749900-01.faa	1	1	1	
Os01t0750000-02.faa	1	1	1	
Os01t0750100-03.faa	1	1	1	
ONIVA01G35320.1.faa	0	0	1	
Os01t0750300-01.faa	1	1	1	
Os01t0750400-00.faa	1	1	1	
Os01t0750500-01.faa	1	1	1	
Os01t0750600-01.faa	1	1	1	
BGIOSGA004464-PA.faa	0	1	0	
Os01t0750666-00.faa	1	0	0	
Os01t0750800-02.faa	1	1	1	
Os01t0750900-01.faa	1	1	1	
BGIOSGA004466-PA.faa	0	1	1	
Os01t0751300-01.faa	1	1	1	
Os01t0751400-00.faa	1	1	1	
Os01t0751600-01.faa	1	1	1	
Os01t0752100-01.faa	1	1	1	
Os01t0752200-01.faa	1	1	1	
Os01t0752300-01.faa	1	1	1	
BGIOSGA000818-PA.faa	0	1	0	
Os01t0752350-00.faa	1	0	0	
Os01t0752400-00.faa	1	0	1	
Os01t0752500-01.faa	1	1	1	
Os01t0752600-01.faa	1	1	1	
Os01t0752700-01.faa	1	1	1	
Os01t0752800-01.faa	1	1	1	
Os01t0753000-01.faa	1	1	1	
Os01t0753100-01.faa	1	1	1	
Os01t0753150-00.faa	1	1	0	
Os01t0753200-01.faa	1	1	1	
Os01t0753300-00.faa	1	1	1	
BGIOSGA004474-PA.faa	0	1	0	
BGIOSGA004475-PA.faa	0	1	0	
BGIOSGA004476-PA.faa	0	1	0	
Os01t0753400-01.faa	1	0	0	
Os01t0753500-01.faa	1	1	1	
ONIVA01G35640.1.faa	0	0	1	
Os01t0753800-01.faa	1	1	1	
ONIVA01G35660.1.faa	0	0	1	
Os01t0754000-01.faa	1	1	0	
Os01t0754100-01.faa	1	1	0	
Os01t0754200-03.faa	1	1	1	
Os01t0754300-01.faa	1	0	0	
Os01t0754500-01.faa	1	1	1	
BGIOSGA000808-PA.faa	0	1	1	
BGIOSGA000808-PA.faa	0	1	1	
Os01t0754700-01.faa	1	1	1	
Os01t0754800-01.faa	1	1	1	
Os01t0755100-01.faa	1	1	1	
Os01t0755500-01.faa	1	1	1	
Os01t0755550-00.faa	1	0	0	
Os01t0755600-01.faa	1	0	0	
Os01t0755700-01.faa	1	1	1	
Os01t0756000-00.faa	1	1	1	
Os01t0756101-00.faa	1	1	1	
Os01t0756200-01.faa	1	1	1	
Os01t0756300-01.faa	1	1	1	
Os01t0756400-01.faa	1	1	1	
ONIVA01G35800.1.faa	0	0	1	
ONIVA01G35810.1.faa	0	0	1	
Os01t0756600-01.faa	1	1	0	
Os01t0756700-01.faa	1	1	1	
ONIVA01G35830.1.faa	0	0	1	
Os01t0756900-01.faa	1	1	1	
Os01t0757200-01.faa	1	1	1	
ONIVA01G35860.1.faa	0	0	1	
Os01t0757400-02.faa	1	1	1	
Os01t0757500-01.faa	1	1	1	
Os01t0757600-00.faa	1	1	1	
ONIVA01G35900.1.faa	0	0	1	
Os01t0757700-01.faa	1	1	1	
Os01t0757800-01.faa	1	1	1	
Os01t0757900-01.faa	1	1	1	
Os01t0758000-00.faa	1	1	1	
BGIOSGA000794-PA.faa	0	1	1	
BGIOSGA000794-PA.faa	0	1	1	
Os01t0758200-01.faa	1	1	1	
Os01t0758300-01.faa	1	1	1	
Os01t0758350-00.faa	1	0	0	
Os01t0758400-01.faa	1	1	1	
Os01t0758450-00.faa	1	0	0	
Os01t0758500-01.faa	1	1	1	
ONIVA01G36010.1.faa	0	0	1	
Os01t0758900-01.faa	1	1	1	
Os01t0758950-00.faa	1	0	0	
Os01t0759000-01.faa	1	1	1	
Os01t0759100-01.faa	1	1	1	
BGIOSGA004490-PA.faa	0	1	1	
BGIOSGA000788-PA.faa	0	1	0	
Os01t0759200-01.faa	1	2	1	
Os01t0759400-02.faa	1	1	1	
Os01t0759550-00.faa	1	0	0	
Os01t0759700-02.faa	1	1	1	
Os01t0759800-00.faa	1	0	0	
Os01t0759900-01.faa	1	1	1	
BGIOSGA004493-PA.faa	0	1	1	
BGIOSGA004493-PA.faa	0	1	1	
Os01t0760000-01.faa	1	0	0	
Os01t0760300-01.faa	1	1	1	
Os01t0760400-01.faa	1	1	1	
BGIOSGA004495-PA.faa	0	1	0	
Os01t0760600-01.faa	1	1	1	
BGIOSGA000782-PA.faa	0	1	1	
BGIOSGA000782-PA.faa	0	1	1	
Os01t0760701-00.faa	1	0	0	
Os01t0760800-00.faa	1	0	0	
Os01t0760900-01.faa	1	1	1	
Os01t0761000-01.faa	1	1	1	
Os01t0761100-01.faa	1	1	1	
Os01t0761300-01.faa	1	1	1	
Os01t0761400-01.faa	1	1	1	
Os01t0761500-01.faa	1	1	1	
ONIVA01G36150.1.faa	0	0	1	
BGIOSGA004499-PA.faa	0	1	1	
ONIVA01G36170.1.faa	0	0	1	
BGIOSGA000777-PA.faa	0	1	0	
BGIOSGA004498-PA.faa	0	1	0	
BGIOSGA004499-PA.faa	0	1	1	
Os01t0761600-00.faa	1	0	0	
Os01t0761701-01.faa	1	0	0	
Os01t0761800-00.faa	1	0	0	
Os01t0761900-00.faa	1	0	0	
Os01t0762000-01.faa	1	1	0	
Os01t0762300-01.faa	1	1	0	
Os01t0762400-00.faa	1	1	1	
Os01t0762500-00.faa	1	1	1	
BGIOSGA004501-PA.faa	0	1	0	
Os01t0762601-00.faa	1	0	0	
Os01t0762900-01.faa	1	1	1	
Os01t0763000-01.faa	1	1	1	
Os01t0763100-00.faa	1	1	1	
Os01t0763200-01.faa	1	1	1	
BGIOSGA004503-PA.faa	0	1	0	
Os01t0763300-01.faa	1	2	1	
ONIVA01G36270.1.faa	0	0	1	
Os01t0763600-01.faa	1	1	1	
BGIOSGA000768-PA.faa	0	1	1	
Os01t0763700-01.faa	1	0	0	
Os01t0763750-01.faa	1	1	0	
BGIOSGA000768-PA.faa	0	1	1	
Os01t0763800-01.faa	1	0	0	
Os01t0763850-00.faa	1	0	0	
Os01t0763900-01.faa	1	1	1	
Os01t0764000-01.faa	1	1	1	
Os01t0764050-00.faa	1	0	0	
Os01t0764200-00.faa	1	1	1	
Os01t0764300-01.faa	1	1	1	
Os01t0764400-01.faa	1	1	1	
BGIOSGA000764-PA.faa	0	1	1	
ONIVA01G36360.1.faa	0	0	1	
BGIOSGA000764-PA.faa	0	1	1	
Os01t0764500-01.faa	1	1	1	
Os01t0764600-02.faa	1	1	1	
Os01t0764700-01.faa	1	1	1	
BGIOSGA004509-PA.faa	0	1	0	
BGIOSGA000762-PA.faa	0	1	0	
Os01t0764800-01.faa	1	1	1	
Os01t0764850-00.faa	1	0	0	
Os01t0764900-01.faa	1	1	1	
Os01t0764950-01.faa	1	0	0	
Os01t0765000-01.faa	1	1	0	
Os01t0765200-01.faa	1	0	0	
Os01t0765300-01.faa	1	1	1	
Os01t0765400-01.faa	1	1	1	
Os01t0765500-01.faa	1	2	1	
ONIVA01G36440.1.faa	0	0	1	
Os01t0765600-01.faa	1	1	1	
Os01t0765900-00.faa	1	1	1	
Os01t0766000-00.faa	1	1	1	
Os01t0766101-00.faa	1	0	0	
Os01t0766200-01.faa	1	1	1	
Os01t0766300-00.faa	1	1	1	
Os01t0766400-01.faa	1	1	1	
