source:Oryza/oryzasativa_Oryza_algEnsemblCompara_nosingles	oryza_sativa	oryza_indica	oryza_brachyantha	oryza_meridionalis	oryza_glaberrima	oryza_punctata	oryza_longistaminata	oryza_barthii	oryza_nivara	oryza_rufipogon	oryza_glumipatula	
ORGLA08G0226700.1.faa	0	0	0	0	1	0	0	1	0	1	0	
ORGLA08G0228000.1.faa	0	0	0	0	1	0	0	0	0	1	0	
ORGLA08G0228300.1.faa	0	0	0	0	2	0	0	1	0	0	0	
ORGLA09G0172300.1.faa	0	0	0	0	1	0	0	1	0	1	0	
ORGLA09G0174000.1.faa	0	0	0	0	1	0	0	0	0	1	0	
ORGLA09G0176100.1.faa	0	0	0	0	1	0	0	1	1	0	0	
ORGLA09G0176300.1.faa	0	0	0	0	1	0	0	0	1	1	1	
ORGLA09G0179200.1.faa	0	0	0	0	1	0	0	0	0	1	0	
ORGLA09G0182500.1.faa	0	0	0	0	1	0	0	0	1	0	0	
ORGLA09G0183700.1.faa	0	0	0	0	1	0	0	1	1	1	0	
ORGLA10G0157700.1.faa	0	0	0	0	1	1	0	1	1	0	1	
ORGLA11G0199600.1.faa	0	0	0	0	1	0	0	1	0	0	0	
ORGLA11G0200200.1.faa	0	0	0	0	1	0	0	1	2	1	1	
ORGLA11G0202900.1.faa	0	0	0	0	1	0	0	0	0	1	1	
ORGLA11G0204100.1.faa	0	0	0	0	1	0	0	1	0	0	0	
ORGLA11G0205200.1.faa	0	0	0	0	1	0	0	0	1	0	0	
ORGLA11G0206900.1.faa	0	0	0	0	1	0	0	1	1	1	1	
ORGLA11G0208400.1.faa	0	0	0	0	1	0	0	1	1	1	0	
ORGLA11G0212300.1.faa	0	0	0	0	1	0	0	1	0	0	1	
ORGLA11G0216100.1.faa	0	0	0	0	1	0	0	1	0	0	0	
ORGLA11G0218400.1.faa	0	0	0	0	1	0	2	0	0	0	0	
ORGLA12G0183500.1.faa	0	0	0	0	1	1	0	1	1	1	1	
ORGLA12G0187600.1.faa	0	0	0	0	1	0	0	1	0	1	0	
ORGLA12G0190200.1.faa	0	0	0	0	1	1	0	0	0	1	0	
ORGLA12G0191300.1.faa	0	0	0	0	1	0	0	1	0	0	0	
ORGLA12G0192400.1.faa	0	0	0	0	1	0	1	0	0	0	0	
ORGLA12G0192900.1.faa	0	0	0	0	1	0	2	0	0	0	0	
ORGLA12G0193700.1.faa	0	0	0	0	1	0	0	0	0	1	0	
ORGLA12G0195900.1.faa	0	0	0	0	1	0	0	0	1	0	1	
ORGLA12G0202300.1.faa	0	0	0	0	1	0	0	0	0	1	0	
ORGLA12G0203700.1.faa	0	0	0	0	1	0	0	1	0	0	0	
OPUNC01G00900.1.faa	0	0	0	0	0	1	1	1	1	1	0	
OPUNC01G01450.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G01800.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G02060.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G02250.1.faa	0	0	0	0	0	2	0	0	1	0	0	
OPUNC01G02440.1.faa	0	0	0	0	0	1	2	0	0	0	1	
OPUNC01G02560.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G02590.1.faa	0	0	0	0	0	2	1	0	0	0	0	
OPUNC01G03300.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC01G03370.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC01G03650.1.faa	0	0	0	0	0	1	0	1	1	1	0	
OPUNC01G03670.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC01G03690.1.faa	0	0	0	0	0	2	0	1	0	0	0	
OPUNC01G03800.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G04760.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC01G05170.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC01G06430.1.faa	0	0	0	0	0	2	0	0	1	0	0	
OPUNC01G06530.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G06640.1.faa	0	0	0	0	0	3	0	1	0	0	0	
OPUNC01G06700.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G07490.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G08760.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC01G08870.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G09020.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G09660.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC01G09980.1.faa	0	0	0	0	0	3	1	0	0	0	0	
OPUNC01G10080.1.faa	0	0	0	0	0	1	2	0	0	0	1	
OPUNC01G10860.1.faa	0	0	0	0	0	12	0	0	2	0	0	
OPUNC01G10910.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC01G11000.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G11070.1.faa	0	0	0	0	0	3	0	0	0	1	1	
OPUNC01G11240.1.faa	0	0	0	0	0	1	0	1	2	0	0	
OPUNC01G11390.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC01G11470.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G11590.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G11850.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC01G12080.1.faa	0	0	0	0	0	1	0	1	2	1	1	
OPUNC01G12710.1.faa	0	0	0	0	0	2	0	0	1	0	0	
OPUNC01G12730.1.faa	0	0	0	0	0	1	0	1	0	0	2	
OPUNC01G12890.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC01G13220.1.faa	0	0	0	0	0	2	1	0	0	0	0	
OPUNC01G13390.1.faa	0	0	0	0	0	1	0	0	1	1	2	
OPUNC01G14200.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC01G14210.1.faa	0	0	0	0	0	1	1	0	0	0	1	
OPUNC01G14260.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G14560.1.faa	0	0	0	0	0	2	0	0	0	1	0	
OPUNC01G14640.1.faa	0	0	0	0	0	2	3	0	0	0	1	
OPUNC01G14690.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G16430.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC01G16640.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G17430.1.faa	0	0	0	0	0	2	0	0	1	0	0	
OPUNC01G18440.1.faa	0	0	0	0	0	1	1	1	0	1	1	
OPUNC01G19260.1.faa	0	0	0	0	0	1	0	1	1	1	0	
OPUNC01G20030.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G20070.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G20330.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC01G20350.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G20410.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC01G20430.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G20810.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC01G22360.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC01G22890.1.faa	0	0	0	0	0	1	1	1	0	0	0	
OPUNC01G23210.1.faa	0	0	0	0	0	1	0	3	1	0	1	
OPUNC01G24450.2.faa	0	0	0	0	0	2	1	0	0	0	0	
OPUNC01G24580.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G24970.1.faa	0	0	0	0	0	2	0	0	0	1	0	
OPUNC01G25170.1.faa	0	0	0	0	0	1	1	2	1	2	0	
OPUNC01G25500.1.faa	0	0	0	0	0	14	0	0	0	0	1	
OPUNC01G25620.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G26170.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G26530.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G26570.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G26660.1.faa	0	0	0	0	0	2	0	1	0	0	0	
OPUNC01G26780.1.faa	0	0	0	0	0	2	0	1	0	1	0	
OPUNC01G27370.2.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G27840.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G27870.1.faa	0	0	0	0	0	2	0	1	0	1	3	
OPUNC01G28060.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC01G28240.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC01G28800.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G28870.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G28890.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G30370.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G30740.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC01G32150.1.faa	0	0	0	0	0	1	0	0	0	0	2	
OPUNC01G33060.1.faa	0	0	0	0	0	1	3	1	0	0	1	
OPUNC01G33420.2.faa	0	0	0	0	0	4	1	0	0	0	0	
OPUNC01G33740.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G36120.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G36260.1.faa	0	0	0	0	0	1	0	0	1	0	2	
OPUNC01G36450.1.faa	0	0	0	0	0	4	0	2	1	1	1	
OPUNC01G37310.1.faa	0	0	0	0	0	1	1	1	0	0	0	
OPUNC01G37860.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G37900.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC01G38210.1.faa	0	0	0	0	0	1	1	1	1	1	1	
OPUNC01G38330.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC01G38790.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC01G39060.1.faa	0	0	0	0	0	2	0	0	1	0	0	
OPUNC01G39670.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC01G39930.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G40760.1.faa	0	0	0	0	0	1	1	0	0	0	1	
OPUNC01G41520.1.faa	0	0	0	0	0	1	1	0	1	1	1	
OPUNC01G41930.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC01G42950.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC01G43400.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC01G43950.3.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC02G01890.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G02030.1.faa	0	0	0	0	0	3	0	1	0	0	0	
OPUNC02G02670.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G02790.1.faa	0	0	0	0	0	1	1	0	0	2	0	
OPUNC02G03270.2.faa	0	0	0	0	0	1	0	1	1	0	0	
OPUNC02G03350.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC02G03500.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G04240.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G04490.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G05150.1.faa	0	0	0	0	0	2	0	1	0	0	1	
OPUNC02G05340.3.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G07040.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC02G07680.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC02G08150.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC02G08220.1.faa	0	0	0	0	0	1	1	0	0	1	0	
OPUNC02G08520.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC02G08790.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC02G09830.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G10370.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G10480.1.faa	0	0	0	0	0	9	0	1	0	0	0	
OPUNC02G11050.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC02G11450.1.faa	0	0	0	0	0	1	1	1	2	1	3	
OPUNC02G11530.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G11980.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC02G12460.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G12660.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G12850.1.faa	0	0	0	0	0	1	1	0	0	0	2	
OPUNC02G12950.1.faa	0	0	0	0	0	3	3	0	0	1	0	
OPUNC02G12990.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC02G13120.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G13290.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC02G13300.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC02G13390.1.faa	0	0	0	0	0	1	0	2	1	1	0	
OPUNC02G13470.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G13540.1.faa	0	0	0	0	0	5	0	1	0	0	0	
OPUNC02G13690.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G14240.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC02G14540.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G15280.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G15340.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G15810.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC02G16490.1.faa	0	0	0	0	0	7	0	0	2	2	0	
OPUNC02G16860.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC02G17700.1.faa	0	0	0	0	0	3	1	0	0	0	0	
OPUNC02G17940.1.faa	0	0	0	0	0	1	0	1	1	2	0	
OPUNC02G18380.1.faa	0	0	0	0	0	2	0	0	0	1	1	
OPUNC02G18860.1.faa	0	0	0	0	0	2	0	1	0	2	0	
OPUNC02G18960.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC02G19830.1.faa	0	0	0	0	0	2	0	0	1	0	0	
OPUNC02G20470.1.faa	0	0	0	0	0	1	2	0	0	0	0	
OPUNC02G21190.1.faa	0	0	0	0	0	1	1	1	0	0	0	
OPUNC02G21450.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC02G21490.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC02G21550.1.faa	0	0	0	0	0	1	1	0	0	1	1	
OPUNC02G22020.2.faa	0	0	0	0	0	4	0	2	0	0	1	
OPUNC02G22060.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC02G22850.2.faa	0	0	0	0	0	1	1	1	1	0	1	
OPUNC02G23360.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC02G23600.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC02G24460.2.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC02G24590.1.faa	0	0	0	0	0	1	1	1	1	0	0	
OPUNC02G25200.1.faa	0	0	0	0	0	2	1	0	0	0	0	
OPUNC02G25460.1.faa	0	0	0	0	0	2	0	0	1	0	0	
OPUNC02G25780.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC02G26380.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC02G26710.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC02G27050.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC02G27220.3.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC02G27390.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC02G27610.5.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G27710.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G27720.2.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC02G28520.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC02G28820.1.faa	0	0	0	0	0	2	0	0	0	1	1	
OPUNC02G29130.1.faa	0	0	0	0	0	3	0	0	0	1	0	
OPUNC02G30970.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC02G31070.1.faa	0	0	0	0	0	4	0	1	0	0	0	
OPUNC02G31190.1.faa	0	0	0	0	0	3	0	0	1	1	0	
OPUNC02G32400.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC02G34580.1.faa	0	0	0	0	0	1	2	1	1	0	1	
OPUNC03G01040.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC03G01640.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC03G01820.1.faa	0	0	0	0	0	1	0	1	3	2	0	
OPUNC03G02950.1.faa	0	0	0	0	0	1	0	1	0	1	1	
OPUNC03G03010.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC03G03100.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC03G03320.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC03G03820.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC03G04230.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC03G04390.1.faa	0	0	0	0	0	1	0	2	0	1	1	
OPUNC03G05650.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC03G05790.1.faa	0	0	0	0	0	1	1	1	1	1	0	
OPUNC03G08370.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC03G08620.1.faa	0	0	0	0	0	1	0	1	1	1	0	
OPUNC03G09700.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC03G09770.1.faa	0	0	0	0	0	3	0	1	1	2	0	
OPUNC03G10420.2.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC03G10500.1.faa	0	0	0	0	0	1	2	1	0	1	1	
OPUNC03G10780.1.faa	0	0	0	0	0	1	0	0	0	1	1	
OPUNC03G12270.2.faa	0	0	0	0	0	1	1	1	1	0	1	
OPUNC03G13010.1.faa	0	0	0	0	0	7	0	0	0	1	0	
OPUNC03G13160.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC03G13940.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC03G14600.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC03G14980.1.faa	0	0	0	0	0	2	0	0	0	0	1	
OPUNC03G15150.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC03G15370.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC03G15560.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC03G16620.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC03G17050.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC03G17210.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC03G17250.1.faa	0	0	0	0	0	1	1	1	1	1	1	
OPUNC03G17720.1.faa	0	0	0	0	0	1	2	1	1	1	1	
OPUNC03G17760.1.faa	0	0	0	0	0	1	1	1	1	1	1	
OPUNC03G17780.1.faa	0	0	0	0	0	1	1	0	0	1	0	
OPUNC03G17790.1.faa	0	0	0	0	0	1	1	1	0	1	1	
OPUNC03G17900.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC03G17910.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC03G17920.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC03G18060.1.faa	0	0	0	0	0	1	2	1	0	1	0	
OPUNC03G18540.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC03G18590.2.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC03G18640.2.faa	0	0	0	0	0	1	0	0	0	1	1	
OPUNC03G18930.1.faa	0	0	0	0	0	3	0	1	0	1	0	
OPUNC03G19120.1.faa	0	0	0	0	0	1	1	0	1	0	0	
OPUNC03G19600.1.faa	0	0	0	0	0	1	0	1	2	0	0	
OPUNC03G19790.1.faa	0	0	0	0	0	3	0	1	0	1	0	
OPUNC03G19920.1.faa	0	0	0	0	0	1	0	1	1	0	0	
OPUNC03G20400.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC03G20420.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC03G20450.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC03G21340.1.faa	0	0	0	0	0	1	0	1	1	0	0	
OPUNC03G21380.1.faa	0	0	0	0	0	1	1	0	1	1	1	
OPUNC03G21820.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC03G22090.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC03G23420.1.faa	0	0	0	0	0	1	0	1	0	1	1	
OPUNC03G23650.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC03G23970.1.faa	0	0	0	0	0	1	0	2	2	2	1	
OPUNC03G24180.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC03G24590.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC03G24750.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC03G24790.1.faa	0	0	0	0	0	1	0	2	1	1	0	
OPUNC03G25010.1.faa	0	0	0	0	0	1	1	0	1	0	0	
OPUNC03G25100.1.faa	0	0	0	0	0	1	1	0	0	2	1	
OPUNC03G25420.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC03G26050.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC03G27530.1.faa	0	0	0	0	0	2	0	0	1	1	0	
OPUNC03G28280.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC03G30260.1.faa	0	0	0	0	0	1	1	0	0	1	0	
OPUNC03G31330.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC03G31880.1.faa	0	0	0	0	0	2	0	1	0	0	0	
OPUNC03G32680.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC03G32850.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC03G33170.1.faa	0	0	0	0	0	2	0	0	0	0	1	
OPUNC03G34090.1.faa	0	0	0	0	0	2	0	0	0	0	1	
OPUNC03G34540.1.faa	0	0	0	0	0	4	1	0	0	0	0	
OPUNC03G35570.1.faa	0	0	0	0	0	1	1	0	1	0	0	
OPUNC03G37810.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC03G38160.1.faa	0	0	0	0	0	1	0	0	0	1	1	
OPUNC04G00610.1.faa	0	0	0	0	0	3	0	1	0	1	1	
OPUNC04G00740.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC04G01010.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G01080.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G01110.1.faa	0	0	0	0	0	1	1	0	1	0	1	
OPUNC04G01960.1.faa	0	0	0	0	0	1	1	0	1	1	0	
OPUNC04G02030.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC04G02540.1.faa	0	0	0	0	0	2	1	0	0	0	0	
OPUNC04G02650.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC04G02830.1.faa	0	0	0	0	0	4	0	0	1	0	0	
OPUNC04G03310.1.faa	0	0	0	0	0	2	0	1	0	0	0	
OPUNC04G03930.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G04450.1.faa	0	0	0	0	0	3	0	0	1	0	0	
OPUNC04G04550.2.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC04G04660.1.faa	0	0	0	0	0	1	1	1	1	1	1	
OPUNC04G04780.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC04G05200.1.faa	0	0	0	0	0	1	0	1	0	0	1	
OPUNC04G05310.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC04G05430.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G05460.1.faa	0	0	0	0	0	2	1	0	1	1	0	
OPUNC04G05850.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC04G05940.1.faa	0	0	0	0	0	1	0	2	0	1	0	
OPUNC04G05990.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC04G06240.1.faa	0	0	0	0	0	3	0	0	0	0	1	
OPUNC04G06670.1.faa	0	0	0	0	0	4	1	0	0	0	0	
OPUNC04G07160.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC04G07220.1.faa	0	0	0	0	0	1	1	0	1	1	1	
OPUNC04G07550.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC04G08000.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC04G08090.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G08110.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G08290.1.faa	0	0	0	0	0	1	0	0	1	0	1	
OPUNC04G08310.1.faa	0	0	0	0	0	1	1	0	0	1	0	
OPUNC04G08390.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC04G08450.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC04G08510.2.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G08810.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC04G09370.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC04G10020.1.faa	0	0	0	0	0	1	0	0	0	0	1	
OPUNC04G10450.1.faa	0	0	0	0	0	1	0	1	0	1	1	
OPUNC04G10790.1.faa	0	0	0	0	0	4	1	0	0	1	1	
OPUNC04G11490.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC04G11820.1.faa	0	0	0	0	0	1	1	1	0	0	0	
OPUNC04G11990.1.faa	0	0	0	0	0	3	0	0	1	0	0	
OPUNC04G12680.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC04G12740.1.faa	0	0	0	0	0	1	0	0	0	2	0	
OPUNC04G12940.1.faa	0	0	0	0	0	1	0	0	1	1	0	
OPUNC04G14450.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC04G14770.1.faa	0	0	0	0	0	1	0	1	0	0	0	
OPUNC04G15540.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G15910.1.faa	0	0	0	0	0	1	0	0	1	1	1	
OPUNC04G17770.1.faa	0	0	0	0	0	1	0	0	0	1	0	
OPUNC04G17850.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC04G19760.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC04G21030.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G21580.1.faa	0	0	0	0	0	1	1	1	1	1	1	
OPUNC04G21650.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G21720.1.faa	0	0	0	0	0	1	0	1	1	0	1	
OPUNC04G22130.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G22670.1.faa	0	0	0	0	0	1	0	0	1	0	0	
OPUNC04G22800.1.faa	0	0	0	0	0	1	0	1	1	1	1	
OPUNC04G23960.1.faa	0	0	0	0	0	2	0	1	0	0	0	
OPUNC04G24380.1.faa	0	0	0	0	0	1	0	1	1	0	0	
OPUNC04G25140.1.faa	0	0	0	0	0	1	0	0	2	1	1	
OPUNC04G25520.1.faa	0	0	0	0	0	1	1	1	0	0	0	
OPUNC04G26580.1.faa	0	0	0	0	0	1	0	1	0	1	0	
OPUNC04G27840.1.faa	0	0	0	0	0	1	1	0	0	0	0	
OPUNC04G28080.1.faa	0	0	0	0	0	1	0	1	0	0	0	
