source:Brassicaceae/arabidopsisthaliana_Brassicaceae_algEnsemblCompara	arabidopsis_thaliana	arabidopsis_lyrata	brassica_rapa	brassica_oleracea	brassica_napus	arabidopsis_halleri	
Bo24825s010.1.faa	0	0	0	1	0	0	
Bo24830s010.1.faa	0	0	0	1	0	0	
Bo24837s010.1.faa	0	0	0	1	0	0	
Bo24904s010.1.faa	0	0	0	1	0	0	
Bo24915s010.1.faa	0	0	0	1	0	0	
Bo24916s010.1.faa	0	0	0	1	0	0	
Bo25031s010.1.faa	0	0	0	1	0	0	
Bo25062s010.1.faa	0	0	0	1	0	0	
Bo25071s010.1.faa	0	0	0	1	0	0	
Bo25080s010.1.faa	0	0	0	1	0	0	
Bo25102s010.1.faa	0	0	0	1	0	0	
Bo25124s010.1.faa	0	0	0	1	0	0	
Bo25135s010.1.faa	0	0	0	1	0	0	
Bo25164s010.1.faa	0	0	0	1	0	0	
Bo25170s010.1.faa	0	0	0	1	0	0	
Bo25235s010.1.faa	0	0	0	1	0	0	
Bo25245s010.1.faa	0	0	0	1	0	0	
Bo25262s010.1.faa	0	0	0	1	0	0	
Bo25317s010.1.faa	0	0	0	1	0	0	
Bo25418s010.1.faa	0	0	0	1	0	0	
Bo25431s010.1.faa	0	0	0	1	0	0	
Bo25456s010.1.faa	0	0	0	1	0	0	
Bo25477s010.1.faa	0	0	0	1	0	0	
Bo25502s010.1.faa	0	0	0	1	0	0	
Bo25531s010.1.faa	0	0	0	1	0	0	
Bo25545s010.1.faa	0	0	0	1	0	0	
Bo25551s010.1.faa	0	0	0	1	0	0	
Bo25571s010.1.faa	0	0	0	1	0	0	
Bo25649s010.1.faa	0	0	0	1	0	0	
Bo25659s010.1.faa	0	0	0	1	0	0	
Bo25664s010.1.faa	0	0	0	1	0	0	
Bo25676s010.1.faa	0	0	0	1	0	0	
Bo25694s010.1.faa	0	0	0	1	0	0	
Bo25707s010.1.faa	0	0	0	1	0	0	
Bo25814s010.1.faa	0	0	0	1	0	0	
Bo25853s010.1.faa	0	0	0	1	0	0	
Bo25858s010.1.faa	0	0	0	1	0	0	
Bo26003s010.1.faa	0	0	0	1	0	0	
Bo26017s010.1.faa	0	0	0	1	0	0	
Bo26113s010.1.faa	0	0	0	1	0	0	
Bo26140s010.1.faa	0	0	0	1	0	0	
Bo26143s010.1.faa	0	0	0	1	0	0	
Bo26189s010.1.faa	0	0	0	1	0	0	
Bo26202s010.1.faa	0	0	0	1	0	0	
Bo26250s010.1.faa	0	0	0	1	0	0	
Bo26322s010.1.faa	0	0	0	1	0	0	
Bo26351s010.1.faa	0	0	0	1	0	0	
Bo26478s010.1.faa	0	0	0	1	0	0	
Bo26501s010.1.faa	0	0	0	1	0	0	
Bo26634s010.1.faa	0	0	0	1	0	0	
Bo26664s010.1.faa	0	0	0	1	0	0	
Bo26671s010.1.faa	0	0	0	1	0	0	
Bo26742s010.1.faa	0	0	0	1	0	0	
Bo26796s010.1.faa	0	0	0	1	0	0	
Bo26806s010.1.faa	0	0	0	1	0	0	
Bo26834s010.1.faa	0	0	0	1	0	0	
Bo26842s010.1.faa	0	0	0	1	0	0	
Bo26866s010.1.faa	0	0	0	1	0	0	
Bo26881s010.1.faa	0	0	0	1	0	0	
Bo26882s010.1.faa	0	0	0	1	0	0	
Bo26885s010.1.faa	0	0	0	1	0	0	
Bo26969s010.1.faa	0	0	0	1	0	0	
Bo26984s010.1.faa	0	0	0	1	0	0	
Bo27042s010.1.faa	0	0	0	1	0	0	
Bo27065s010.1.faa	0	0	0	1	0	0	
Bo27098s010.1.faa	0	0	0	1	0	0	
Bo27102s010.1.faa	0	0	0	1	0	0	
Bo27132s010.1.faa	0	0	0	1	0	0	
Bo27169s010.1.faa	0	0	0	1	0	0	
Bo27171s010.1.faa	0	0	0	1	0	0	
Bo27214s010.1.faa	0	0	0	1	0	0	
Bo27276s010.1.faa	0	0	0	1	0	0	
Bo27362s010.1.faa	0	0	0	1	0	0	
Bo27449s010.1.faa	0	0	0	1	0	0	
Bo27450s010.1.faa	0	0	0	1	0	0	
Bo27451s010.1.faa	0	0	0	1	0	0	
Bo27464s010.1.faa	0	0	0	1	0	0	
Bo27647s010.1.faa	0	0	0	1	0	0	
Bo27649s010.1.faa	0	0	0	1	0	0	
Bo27672s010.1.faa	0	0	0	1	0	0	
Bo27677s010.1.faa	0	0	0	1	0	0	
Bo27730s010.1.faa	0	0	0	1	0	0	
Bo27765s010.1.faa	0	0	0	1	0	0	
Bo27781s010.1.faa	0	0	0	1	0	0	
Bo27814s010.1.faa	0	0	0	1	0	0	
Bo27833s010.1.faa	0	0	0	1	0	0	
Bo27870s010.1.faa	0	0	0	1	0	0	
Bo27920s010.1.faa	0	0	0	1	0	0	
Bo27952s010.1.faa	0	0	0	1	0	0	
Bo27999s010.1.faa	0	0	0	1	0	0	
Bo28027s010.1.faa	0	0	0	1	0	0	
Bo28145s010.1.faa	0	0	0	1	0	0	
Bo28182s010.1.faa	0	0	0	1	0	0	
Bo28183s010.1.faa	0	0	0	1	0	0	
Bo28184s010.1.faa	0	0	0	1	0	0	
Bo28212s010.1.faa	0	0	0	1	0	0	
Bo28261s010.1.faa	0	0	0	1	0	0	
Bo28317s010.1.faa	0	0	0	1	0	0	
Bo28455s010.1.faa	0	0	0	1	0	0	
Bo28518s010.1.faa	0	0	0	1	0	0	
Bo28538s010.1.faa	0	0	0	1	0	0	
Bo28558s010.1.faa	0	0	0	1	0	0	
Bo28614s010.1.faa	0	0	0	1	0	0	
Bo28618s010.1.faa	0	0	0	1	0	0	
Bo28654s010.1.faa	0	0	0	1	0	0	
Bo28705s010.1.faa	0	0	0	1	0	0	
Bo28768s010.1.faa	0	0	0	1	0	0	
Bo28808s010.1.faa	0	0	0	1	0	0	
Bo28944s010.1.faa	0	0	0	1	0	0	
Bo28977s010.1.faa	0	0	0	1	0	0	
Bo29045s010.1.faa	0	0	0	1	0	0	
Bo29052s010.1.faa	0	0	0	1	0	0	
Bo29054s010.1.faa	0	0	0	1	0	0	
Bo29168s010.1.faa	0	0	0	1	0	0	
Bo29344s010.1.faa	0	0	0	1	0	0	
Bo29430s010.1.faa	0	0	0	1	0	0	
Bo29452s010.1.faa	0	0	0	1	0	0	
Bo29559s010.1.faa	0	0	0	1	0	0	
Bo29732s010.1.faa	0	0	0	1	0	0	
Bo29808s010.1.faa	0	0	0	1	0	0	
Bo29895s010.1.faa	0	0	0	1	0	0	
Bo29920s010.1.faa	0	0	0	1	0	0	
Bo29944s010.1.faa	0	0	0	1	0	0	
Bo29951s010.1.faa	0	0	0	1	0	0	
Bo29971s010.1.faa	0	0	0	1	0	0	
Bo29981s010.1.faa	0	0	0	1	0	0	
Bo2g001080.1.faa	0	0	0	1	0	0	
Bo2g001100.1.faa	0	0	0	1	0	0	
Bo2g001120.1.faa	0	0	0	1	0	0	
Bo2g001170.1.faa	0	0	0	1	0	0	
Bo2g001180.1.faa	0	0	0	1	0	0	
Bo2g002570.1.faa	0	0	0	1	0	0	
Bo2g002580.1.faa	0	0	0	1	0	0	
Bo2g003930.1.faa	0	0	0	1	0	0	
Bo2g004060.1.faa	0	0	0	1	0	0	
Bo2g005210.1.faa	0	0	0	1	0	0	
Bo2g005490.1.faa	0	0	0	1	0	0	
Bo2g006650.1.faa	0	0	0	1	0	0	
Bo2g006680.1.faa	0	0	0	1	0	0	
Bo2g006880.1.faa	0	0	0	1	0	0	
Bo2g007200.1.faa	0	0	0	1	0	0	
Bo2g007360.1.faa	0	0	0	1	0	0	
Bo2g008980.1.faa	0	0	0	1	0	0	
Bo2g009120.1.faa	0	0	0	1	0	0	
Bo2g009160.1.faa	0	0	0	1	0	0	
Bo2g009230.1.faa	0	0	0	1	0	0	
Bo2g009790.1.faa	0	0	0	1	0	0	
Bo2g010200.1.faa	0	0	0	1	0	0	
Bo2g010210.1.faa	0	0	0	1	0	0	
Bo2g010630.1.faa	0	0	0	1	0	0	
Bo2g010700.1.faa	0	0	0	1	0	0	
Bo2g011080.1.faa	0	0	0	1	0	0	
Bo2g011480.1.faa	0	0	0	1	0	0	
Bo2g011680.1.faa	0	0	0	1	0	0	
Bo2g011880.1.faa	0	0	0	1	0	0	
Bo2g011900.1.faa	0	0	0	1	0	0	
Bo2g011950.1.faa	0	0	0	1	0	0	
Bo2g012070.1.faa	0	0	0	1	0	0	
Bo2g012090.1.faa	0	0	0	1	0	0	
Bo2g012180.1.faa	0	0	0	1	0	0	
Bo2g012190.1.faa	0	0	0	1	0	0	
Bo2g012480.1.faa	0	0	0	1	0	0	
Bo2g012490.1.faa	0	0	0	1	0	0	
Bo2g012710.1.faa	0	0	0	1	0	0	
Bo2g013260.1.faa	0	0	0	1	0	0	
Bo2g013460.1.faa	0	0	0	1	0	0	
Bo2g013510.1.faa	0	0	0	1	0	0	
Bo2g013680.1.faa	0	0	0	1	0	0	
Bo2g013690.1.faa	0	0	0	1	0	0	
Bo2g013710.1.faa	0	0	0	1	0	0	
Bo2g013950.1.faa	0	0	0	1	0	0	
Bo2g013960.1.faa	0	0	0	1	0	0	
Bo2g014030.1.faa	0	0	0	1	0	0	
Bo2g014060.1.faa	0	0	0	1	0	0	
Bo2g014080.1.faa	0	0	0	1	0	0	
Bo2g014110.1.faa	0	0	0	1	0	0	
Bo2g014130.1.faa	0	0	0	1	0	0	
Bo2g014240.1.faa	0	0	0	1	0	0	
Bo2g014370.1.faa	0	0	0	1	0	0	
Bo2g016460.1.faa	0	0	0	1	0	0	
Bo2g016470.1.faa	0	0	0	1	0	0	
Bo2g017630.1.faa	0	0	0	1	0	0	
Bo2g017650.1.faa	0	0	0	1	0	0	
Bo2g017700.1.faa	0	0	0	1	0	0	
Bo2g017710.1.faa	0	0	0	1	0	0	
Bo2g017910.1.faa	0	0	0	1	0	0	
Bo2g017940.1.faa	0	0	0	1	0	0	
Bo2g017960.1.faa	0	0	0	1	0	0	
Bo2g018000.1.faa	0	0	0	1	0	0	
Bo2g018030.1.faa	0	0	0	1	0	0	
Bo2g018050.1.faa	0	0	0	1	0	0	
Bo2g018280.1.faa	0	0	0	1	0	0	
Bo2g018300.1.faa	0	0	0	1	0	0	
Bo2g018430.1.faa	0	0	0	1	0	0	
Bo2g018570.1.faa	0	0	0	1	0	0	
Bo2g018640.1.faa	0	0	0	1	0	0	
Bo2g018690.1.faa	0	0	0	1	0	0	
Bo2g018700.1.faa	0	0	0	1	0	0	
Bo2g019700.1.faa	0	0	0	1	0	0	
Bo2g020740.1.faa	0	0	0	1	0	0	
Bo2g020770.1.faa	0	0	0	1	0	0	
Bo2g021990.1.faa	0	0	0	1	0	0	
Bo2g022050.1.faa	0	0	0	1	0	0	
Bo2g022060.1.faa	0	0	0	1	0	0	
Bo2g023120.1.faa	0	0	0	1	0	0	
Bo2g023130.1.faa	0	0	0	1	0	0	
Bo2g023310.1.faa	0	0	0	1	0	0	
Bo2g023320.1.faa	0	0	0	1	0	0	
Bo2g023420.1.faa	0	0	0	1	0	0	
Bo2g023540.1.faa	0	0	0	1	0	0	
Bo2g023550.1.faa	0	0	0	1	0	0	
Bo2g023560.1.faa	0	0	0	1	0	0	
Bo2g023570.1.faa	0	0	0	1	0	0	
Bo2g023620.1.faa	0	0	0	1	0	0	
Bo2g023770.1.faa	0	0	0	1	0	0	
Bo2g023910.1.faa	0	0	0	1	0	0	
Bo2g023980.1.faa	0	0	0	1	0	0	
Bo2g024050.1.faa	0	0	0	1	0	0	
Bo2g024070.1.faa	0	0	0	1	0	0	
Bo2g024080.1.faa	0	0	0	1	0	0	
Bo2g024160.1.faa	0	0	0	1	0	0	
Bo2g024170.1.faa	0	0	0	1	0	0	
Bo2g024270.1.faa	0	0	0	1	0	0	
Bo2g024290.1.faa	0	0	0	1	0	0	
Bo2g024300.1.faa	0	0	0	1	0	0	
Bo2g024360.1.faa	0	0	0	1	0	0	
Bo2g024370.1.faa	0	0	0	1	0	0	
Bo2g024380.1.faa	0	0	0	1	0	0	
Bo2g024430.1.faa	0	0	0	1	0	0	
Bo2g024470.1.faa	0	0	0	1	0	0	
Bo2g024500.1.faa	0	0	0	1	0	0	
Bo2g024520.1.faa	0	0	0	1	0	0	
Bo2g024580.1.faa	0	0	0	1	0	0	
Bo2g024620.1.faa	0	0	0	1	0	0	
Bo2g024670.1.faa	0	0	0	1	0	0	
Bo2g024700.1.faa	0	0	0	1	0	0	
Bo2g024750.1.faa	0	0	0	1	0	0	
Bo2g024780.1.faa	0	0	0	1	0	0	
Bo2g024850.1.faa	0	0	0	1	0	0	
Bo2g024860.1.faa	0	0	0	1	0	0	
Bo2g024920.1.faa	0	0	0	1	0	0	
Bo2g025020.1.faa	0	0	0	1	0	0	
Bo2g025030.1.faa	0	0	0	1	0	0	
Bo2g025110.1.faa	0	0	0	1	0	0	
Bo2g025200.1.faa	0	0	0	1	0	0	
Bo2g025280.1.faa	0	0	0	1	0	0	
Bo2g025340.1.faa	0	0	0	1	0	0	
Bo2g025360.1.faa	0	0	0	1	0	0	
Bo2g025440.1.faa	0	0	0	1	0	0	
Bo2g025450.1.faa	0	0	0	1	0	0	
Bo2g025530.1.faa	0	0	0	1	0	0	
Bo2g026620.1.faa	0	0	0	1	0	0	
Bo2g026690.1.faa	0	0	0	1	0	0	
Bo2g026740.1.faa	0	0	0	1	0	0	
Bo2g026990.1.faa	0	0	0	1	0	0	
Bo2g027020.1.faa	0	0	0	1	0	0	
Bo2g027030.1.faa	0	0	0	1	0	0	
Bo2g027050.1.faa	0	0	0	1	0	0	
Bo2g027090.1.faa	0	0	0	1	0	0	
Bo2g027100.1.faa	0	0	0	1	0	0	
Bo2g027160.1.faa	0	0	0	1	0	0	
Bo2g028170.1.faa	0	0	0	1	0	0	
Bo2g028190.1.faa	0	0	0	1	0	0	
Bo2g028320.1.faa	0	0	0	1	0	0	
Bo2g028480.1.faa	0	0	0	1	0	0	
Bo2g028550.1.faa	0	0	0	1	0	0	
Bo2g028840.1.faa	0	0	0	1	0	0	
Bo2g028910.1.faa	0	0	0	1	0	0	
Bo2g029060.1.faa	0	0	0	1	0	0	
Bo2g029150.1.faa	0	0	0	1	0	0	
Bo2g030200.1.faa	0	0	0	1	0	0	
Bo2g030250.1.faa	0	0	0	1	0	0	
Bo2g031340.1.faa	0	0	0	1	0	0	
Bo2g031350.1.faa	0	0	0	1	0	0	
Bo2g032360.1.faa	0	0	0	1	0	0	
Bo2g032410.1.faa	0	0	0	1	0	0	
Bo2g032580.1.faa	0	0	0	1	0	0	
Bo2g032600.1.faa	0	0	0	1	0	0	
Bo2g032610.1.faa	0	0	0	1	0	0	
Bo2g032690.1.faa	0	0	0	1	0	0	
Bo2g032840.1.faa	0	0	0	1	0	0	
Bo2g032860.1.faa	0	0	0	1	0	0	
Bo2g032880.1.faa	0	0	0	1	0	0	
Bo2g032900.1.faa	0	0	0	1	0	0	
Bo2g034000.1.faa	0	0	0	1	0	0	
Bo2g034010.1.faa	0	0	0	1	0	0	
Bo2g034020.1.faa	0	0	0	1	0	0	
Bo2g034060.1.faa	0	0	0	1	0	0	
Bo2g034080.1.faa	0	0	0	1	0	0	
Bo2g036360.1.faa	0	0	0	1	0	0	
Bo2g036390.1.faa	0	0	0	1	0	0	
Bo2g036400.1.faa	0	0	0	1	0	0	
Bo2g036420.1.faa	0	0	0	1	0	0	
Bo2g036430.1.faa	0	0	0	1	0	0	
Bo2g036470.1.faa	0	0	0	1	0	0	
Bo2g037550.1.faa	0	0	0	1	0	0	
Bo2g037560.1.faa	0	0	0	1	0	0	
Bo2g037580.1.faa	0	0	0	1	0	0	
Bo2g037590.1.faa	0	0	0	1	0	0	
Bo2g037600.1.faa	0	0	0	1	0	0	
Bo2g037700.1.faa	0	0	0	1	0	0	
Bo2g037710.1.faa	0	0	0	1	0	0	
Bo2g037800.1.faa	0	0	0	1	0	0	
Bo2g037860.1.faa	0	0	0	1	0	0	
Bo2g038860.1.faa	0	0	0	1	0	0	
Bo2g038980.1.faa	0	0	0	1	0	0	
Bo2g040010.1.faa	0	0	0	1	0	0	
Bo2g040100.1.faa	0	0	0	1	0	0	
Bo2g040110.1.faa	0	0	0	1	0	0	
Bo2g041170.1.faa	0	0	0	1	0	0	
Bo2g041310.1.faa	0	0	0	1	0	0	
Bo2g041330.1.faa	0	0	0	1	0	0	
Bo2g041390.1.faa	0	0	0	1	0	0	
Bo2g041400.1.faa	0	0	0	1	0	0	
Bo2g041410.1.faa	0	0	0	1	0	0	
Bo2g041420.1.faa	0	0	0	1	0	0	
Bo2g041430.1.faa	0	0	0	1	0	0	
Bo2g041460.1.faa	0	0	0	1	0	0	
Bo2g041480.1.faa	0	0	0	1	0	0	
Bo2g041500.1.faa	0	0	0	1	0	0	
Bo2g041530.1.faa	0	0	0	1	0	0	
Bo2g041640.1.faa	0	0	0	1	0	0	
Bo2g041720.1.faa	0	0	0	1	0	0	
Bo2g041890.1.faa	0	0	0	1	0	0	
Bo2g041960.1.faa	0	0	0	1	0	0	
Bo2g041990.1.faa	0	0	0	1	0	0	
Bo2g042000.1.faa	0	0	0	1	0	0	
Bo2g042050.1.faa	0	0	0	1	0	0	
Bo2g042070.1.faa	0	0	0	1	0	0	
Bo2g042180.1.faa	0	0	0	1	0	0	
Bo2g042190.1.faa	0	0	0	1	0	0	
Bo2g043330.1.faa	0	0	0	1	0	0	
Bo2g044460.1.faa	0	0	0	1	0	0	
Bo2g044510.1.faa	0	0	0	1	0	0	
Bo2g044590.1.faa	0	0	0	1	0	0	
Bo2g044630.1.faa	0	0	0	1	0	0	
Bo2g044670.1.faa	0	0	0	1	0	0	
Bo2g044680.1.faa	0	0	0	1	0	0	
Bo2g044740.1.faa	0	0	0	1	0	0	
Bo2g044750.1.faa	0	0	0	1	0	0	
Bo2g044770.1.faa	0	0	0	1	0	0	
Bo2g045790.1.faa	0	0	0	1	0	0	
Bo2g045830.1.faa	0	0	0	1	0	0	
Bo2g045920.1.faa	0	0	0	1	0	0	
Bo2g045990.1.faa	0	0	0	1	0	0	
Bo2g046010.1.faa	0	0	0	1	0	0	
Bo2g046040.1.faa	0	0	0	1	0	0	
Bo2g046060.1.faa	0	0	0	1	0	0	
Bo2g046110.1.faa	0	0	0	1	0	0	
Bo2g046120.1.faa	0	0	0	1	0	0	
Bo2g046240.1.faa	0	0	0	1	0	0	
Bo2g046280.1.faa	0	0	0	1	0	0	
Bo2g046290.1.faa	0	0	0	1	0	0	
Bo2g047330.1.faa	0	0	0	1	0	0	
Bo2g047440.1.faa	0	0	0	1	0	0	
Bo2g047460.1.faa	0	0	0	1	0	0	
Bo2g047490.1.faa	0	0	0	1	0	0	
Bo2g047510.1.faa	0	0	0	1	0	0	
Bo2g047580.1.faa	0	0	0	1	0	0	
Bo2g047680.1.faa	0	0	0	1	0	0	
Bo2g047690.1.faa	0	0	0	1	0	0	
Bo2g047710.1.faa	0	0	0	1	0	0	
Bo2g047800.1.faa	0	0	0	1	0	0	
Bo2g047810.1.faa	0	0	0	1	0	0	
Bo2g047870.1.faa	0	0	0	1	0	0	
Bo2g047880.1.faa	0	0	0	1	0	0	
Bo2g047940.1.faa	0	0	0	1	0	0	
Bo2g047950.1.faa	0	0	0	1	0	0	
Bo2g048010.1.faa	0	0	0	1	0	0	
Bo2g048090.1.faa	0	0	0	1	0	0	
Bo2g048100.1.faa	0	0	0	1	0	0	
Bo2g048130.1.faa	0	0	0	1	0	0	
Bo2g048160.1.faa	0	0	0	1	0	0	
Bo2g048200.1.faa	0	0	0	1	0	0	
Bo2g048250.1.faa	0	0	0	1	0	0	
Bo2g048320.1.faa	0	0	0	1	0	0	
Bo2g049370.1.faa	0	0	0	1	0	0	
Bo2g049380.1.faa	0	0	0	1	0	0	
Bo2g049400.1.faa	0	0	0	1	0	0	
Bo2g049410.1.faa	0	0	0	1	0	0	
Bo2g050440.1.faa	0	0	0	1	0	0	
Bo2g050700.1.faa	0	0	0	1	0	0	
Bo2g050790.1.faa	0	0	0	1	0	0	
Bo2g050890.1.faa	0	0	0	1	0	0	
Bo2g050900.1.faa	0	0	0	1	0	0	
Bo2g050930.1.faa	0	0	0	1	0	0	
Bo2g051030.1.faa	0	0	0	1	0	0	
Bo2g051040.1.faa	0	0	0	1	0	0	
Bo2g051090.1.faa	0	0	0	1	0	0	
Bo2g051100.1.faa	0	0	0	1	0	0	
Bo2g051220.1.faa	0	0	0	1	0	0	
Bo2g051240.1.faa	0	0	0	1	0	0	
Bo2g051260.1.faa	0	0	0	1	0	0	
Bo2g051320.1.faa	0	0	0	1	0	0	
Bo2g051330.1.faa	0	0	0	1	0	0	
Bo2g051340.1.faa	0	0	0	1	0	0	
Bo2g051400.1.faa	0	0	0	1	0	0	
Bo2g052450.1.faa	0	0	0	1	0	0	
Bo2g052460.1.faa	0	0	0	1	0	0	
Bo2g052470.1.faa	0	0	0	1	0	0	
Bo2g052490.1.faa	0	0	0	1	0	0	
Bo2g052540.1.faa	0	0	0	1	0	0	
Bo2g052570.1.faa	0	0	0	1	0	0	
Bo2g052670.1.faa	0	0	0	1	0	0	
Bo2g052790.1.faa	0	0	0	1	0	0	
Bo2g052830.1.faa	0	0	0	1	0	0	
Bo2g052870.1.faa	0	0	0	1	0	0	
Bo2g053900.1.faa	0	0	0	1	0	0	
Bo2g053910.1.faa	0	0	0	1	0	0	
Bo2g054000.1.faa	0	0	0	1	0	0	
Bo2g054050.1.faa	0	0	0	1	0	0	
Bo2g055070.1.faa	0	0	0	1	0	0	
Bo2g055140.1.faa	0	0	0	1	0	0	
Bo2g055160.1.faa	0	0	0	1	0	0	
Bo2g055180.1.faa	0	0	0	1	0	0	
Bo2g055240.1.faa	0	0	0	1	0	0	
Bo2g055330.1.faa	0	0	0	1	0	0	
Bo2g055340.1.faa	0	0	0	1	0	0	
Bo2g055380.1.faa	0	0	0	1	0	0	
Bo2g055430.1.faa	0	0	0	1	0	0	
Bo2g055480.1.faa	0	0	0	1	0	0	
Bo2g055520.1.faa	0	0	0	1	0	0	
Bo2g055580.1.faa	0	0	0	1	0	0	
Bo2g055590.1.faa	0	0	0	1	0	0	
Bo2g055700.1.faa	0	0	0	1	0	0	
Bo2g055710.1.faa	0	0	0	1	0	0	
Bo2g055740.1.faa	0	0	0	1	0	0	
Bo2g055750.1.faa	0	0	0	1	0	0	
Bo2g055760.1.faa	0	0	0	1	0	0	
Bo2g055780.1.faa	0	0	0	1	0	0	
Bo2g055800.1.faa	0	0	0	1	0	0	
Bo2g055850.1.faa	0	0	0	1	0	0	
Bo2g055880.1.faa	0	0	0	1	0	0	
Bo2g055890.1.faa	0	0	0	1	0	0	
Bo2g055960.1.faa	0	0	0	1	0	0	
Bo2g055990.1.faa	0	0	0	1	0	0	
Bo2g056030.1.faa	0	0	0	1	0	0	
Bo2g056060.1.faa	0	0	0	1	0	0	
Bo2g056160.1.faa	0	0	0	1	0	0	
Bo2g056190.1.faa	0	0	0	1	0	0	
Bo2g056210.1.faa	0	0	0	1	0	0	
Bo2g056240.1.faa	0	0	0	1	0	0	
Bo2g056280.1.faa	0	0	0	1	0	0	
Bo2g056360.1.faa	0	0	0	1	0	0	
Bo2g057440.1.faa	0	0	0	1	0	0	
Bo2g057450.1.faa	0	0	0	1	0	0	
Bo2g057460.1.faa	0	0	0	1	0	0	
Bo2g057490.1.faa	0	0	0	1	0	0	
Bo2g057520.1.faa	0	0	0	1	0	0	
Bo2g057590.1.faa	0	0	0	1	0	0	
Bo2g057600.1.faa	0	0	0	1	0	0	
Bo2g057640.1.faa	0	0	0	1	0	0	
Bo2g057680.1.faa	0	0	0	1	0	0	
Bo2g057730.1.faa	0	0	0	1	0	0	
Bo2g057740.1.faa	0	0	0	1	0	0	
Bo2g057910.1.faa	0	0	0	1	0	0	
Bo2g057940.1.faa	0	0	0	1	0	0	
Bo2g057960.1.faa	0	0	0	1	0	0	
Bo2g058970.1.faa	0	0	0	1	0	0	
Bo2g059010.1.faa	0	0	0	1	0	0	
Bo2g060030.1.faa	0	0	0	1	0	0	
Bo2g061120.1.faa	0	0	0	1	0	0	
Bo2g061170.1.faa	0	0	0	1	0	0	
Bo2g061180.1.faa	0	0	0	1	0	0	
Bo2g061240.1.faa	0	0	0	1	0	0	
Bo2g061270.1.faa	0	0	0	1	0	0	
Bo2g061300.1.faa	0	0	0	1	0	0	
Bo2g061340.1.faa	0	0	0	1	0	0	
Bo2g061420.1.faa	0	0	0	1	0	0	
Bo2g062460.1.faa	0	0	0	1	0	0	
Bo2g062470.1.faa	0	0	0	1	0	0	
Bo2g062500.1.faa	0	0	0	1	0	0	
Bo2g062520.1.faa	0	0	0	1	0	0	
Bo2g062550.1.faa	0	0	0	1	0	0	
Bo2g062700.1.faa	0	0	0	1	0	0	
Bo2g062710.1.faa	0	0	0	1	0	0	
Bo2g062750.1.faa	0	0	0	1	0	0	
Bo2g062760.1.faa	0	0	0	1	0	0	
Bo2g062790.1.faa	0	0	0	1	0	0	
Bo2g062810.1.faa	0	0	0	1	0	0	
Bo2g062960.1.faa	0	0	0	1	0	0	
Bo2g064130.1.faa	0	0	0	1	0	0	
Bo2g064280.1.faa	0	0	0	1	0	0	
Bo2g064370.1.faa	0	0	0	1	0	0	
Bo2g064380.1.faa	0	0	0	1	0	0	
Bo2g064400.1.faa	0	0	0	1	0	0	
Bo2g064460.1.faa	0	0	0	1	0	0	
Bo2g064470.1.faa	0	0	0	1	0	0	
Bo2g064480.1.faa	0	0	0	1	0	0	
Bo2g064490.1.faa	0	0	0	1	0	0	
Bo2g064510.1.faa	0	0	0	1	0	0	
Bo2g064530.1.faa	0	0	0	1	0	0	
Bo2g064540.1.faa	0	0	0	1	0	0	
Bo2g064560.1.faa	0	0	0	1	0	0	
Bo2g064610.1.faa	0	0	0	1	0	0	
Bo2g064660.1.faa	0	0	0	1	0	0	
Bo2g064720.1.faa	0	0	0	1	0	0	
Bo2g065740.1.faa	0	0	0	1	0	0	
Bo2g066790.1.faa	0	0	0	1	0	0	
Bo2g066860.1.faa	0	0	0	1	0	0	
Bo2g066900.1.faa	0	0	0	1	0	0	
Bo2g067960.1.faa	0	0	0	1	0	0	
Bo2g068020.1.faa	0	0	0	1	0	0	
Bo2g068100.1.faa	0	0	0	1	0	0	
Bo2g068280.1.faa	0	0	0	1	0	0	
Bo2g068350.1.faa	0	0	0	1	0	0	
Bo2g068450.1.faa	0	0	0	1	0	0	
Bo2g068470.1.faa	0	0	0	1	0	0	
Bo2g068510.1.faa	0	0	0	1	0	0	
Bo2g069560.1.faa	0	0	0	1	0	0	
Bo2g069620.1.faa	0	0	0	1	0	0	
Bo2g069650.1.faa	0	0	0	1	0	0	
Bo2g069690.1.faa	0	0	0	1	0	0	
Bo2g070700.1.faa	0	0	0	1	0	0	
Bo2g070720.1.faa	0	0	0	1	0	0	
Bo2g072930.1.faa	0	0	0	1	0	0	
Bo2g072940.1.faa	0	0	0	1	0	0	
Bo2g074060.1.faa	0	0	0	1	0	0	
Bo2g075180.1.faa	0	0	0	1	0	0	
Bo2g075190.1.faa	0	0	0	1	0	0	
Bo2g075290.1.faa	0	0	0	1	0	0	
Bo2g075300.1.faa	0	0	0	1	0	0	
Bo2g075310.1.faa	0	0	0	1	0	0	
Bo2g075360.1.faa	0	0	0	1	0	0	
Bo2g075450.1.faa	0	0	0	1	0	0	
Bo2g075470.1.faa	0	0	0	1	0	0	
Bo2g075480.1.faa	0	0	0	1	0	0	
Bo2g075500.1.faa	0	0	0	1	0	0	
Bo2g075660.1.faa	0	0	0	1	0	0	
Bo2g075700.1.faa	0	0	0	1	0	0	
Bo2g076720.1.faa	0	0	0	1	0	0	
Bo2g076760.1.faa	0	0	0	1	0	0	
Bo2g076780.1.faa	0	0	0	1	0	0	
Bo2g076830.1.faa	0	0	0	1	0	0	
